name2	#name
HIF1AN	NM_017902
PAX2	NM_001374303
SLF2	NM_001243770
TWNK	NM_001163814
TWNK	NM_001163813
MRPL43	NM_176793
TWNK	NM_001368275
SFXN3	NR_157572
TWNK	NM_021830
LZTS2	NM_001318099
MIR608	NR_030339
PDZD7	NM_001351044
LZTS2	NM_032429
PDZD7	NM_024895
SFXN3	NM_030971
SEMA4G	NM_017893
MRPL43	NM_001308396
MRPL43	NM_032112
PDZD7	NM_001195263
TWNK	NM_001163812
MRPL43	NM_176792
LZTS2	NM_001318100
SEMA4G	NM_001203244
MRPL43	NM_176794
LZTS2	NM_001318101
TWNK	NR_160739
TWNK	NR_160740
TWNK	NR_160738
TWNK	NR_160742
TWNK	NR_160741
TLX1NB	NR_130722
TLX1NB	NR_130723
TLX1NB	NR_130724
TLX1	NM_001195517
KAZALD1	NM_030929
TLX1	NM_005521
KAZALD1	NM_001319303
KAZALD1	NR_135067
KAZALD1	NR_135068
LBX1-AS1	NR_029380
LINC02681	NR_120621
LBX1	NM_006562
DPCD	NM_001329744
DPCD	NM_001329743
DPCD	NM_001329742
MIR3158-1	NR_036114
MIR3158-2	NR_036115
DPCD	NM_015448
FBXW4	NM_001323541
FBXW4	NM_022039
DPCD	NM_001329745
DPCD	NM_001329746
FBXW4	NR_136613
FGF8	NM_033164
KCNIP2-AS1	NR_045118
OGA	NM_012215
FGF8	NM_006119
OGA	NM_001142434
FGF8	NM_001206389
KCNIP2	NM_173194
FGF8	NM_033163
NPM3	NM_006993
FGF8	NM_033165
HPS6	NM_024747
LDB1	NM_001321612
PPRC1	NM_001288727
LDB1	NM_003893
NOLC1	NM_004741
PPRC1	NM_001288728
PPRC1	NM_015062
NOLC1	NM_001284388
ELOVL3	NM_152310
NOLC1	NM_001284389
LDB1	NM_001113407
NFKB2	NM_001077494
PSD	NM_002779
C10orf95	NM_001363580
NFKB2	NM_001322934
PSD	NM_001270965
PSD	NR_073110
RPARP-AS1	NR_038937
RPARP-AS1	NR_038938
MIR146B	NR_030169
NFKB2	NM_001322935
NFKB2	NM_002502
FBXL15	NM_024326
PSD	NM_001270966
MFSD13A	NM_024789
NFKB2	NM_001261403
NFKB2	NM_001288724
CUEDC2	NM_024040
SUFU	NM_001178133
SFXN2	NM_001350989
TRIM8	NM_001345950
TRIM8	NM_030912
SFXN2	NR_146992
TRIM8	NR_144321
SFXN2	NM_178858
ARL3	NM_004311
CYP17A1	NM_000102
BORCS7	NM_001136200
BORCS7	NM_144591
WBP1L	NM_017787
CNNM2	NM_199077
LOC107984265	NR_160733
RPEL1	NM_001143909
PCGF6	NM_032154
ATP5MD	NM_032747
ATP5MD	NM_001206427
TAF5	NM_139052
ATP5MD	NM_001206426
TAF5	NM_006951
PCGF6	NM_001011663
MIR1307	NR_031707
CALHM2	NR_024552
NEURL1-AS1	NR_120675
NEURL1-AS1	NR_120676
CALHM2	NM_015916
CALHM1	NM_001001412
CALHM3	NM_001129742
CALHM2	NR_046344
SH3PXD2A-AS1	NR_038940
STN1	NM_024928
MIR936	NR_030760
SLK	NM_014720
SLK	NM_001304743
SFR1	NM_145247
SFR1	NM_001002759
GSTO2	NM_001191015
GSTO2	NM_001191014
MIR4482	NR_039702
MIR609	NR_030340
GSTO1	NM_001191003
GSTO1	NM_001191002
GSTO2	NM_183239
ITPRIP-AS1	NR_120622
GSTO1	NM_004832
GSTO2	NM_001191013
ITPRIP	NM_001272012
CFAP58-DT	NR_108036
CFAP58	NM_001008723
LINC02620	NR_120624
SORCS3-AS1	NR_104028
LINC02624	NR_134331
LINC02624	NR_134329
XPNPEP1	NM_001167604
XPNPEP1	NM_020383
XPNPEP1	NM_001324133
XPNPEP1	NM_001324132
XPNPEP1	NM_001324136
XPNPEP1	NM_001324134
XPNPEP1	NM_001324135
XPNPEP1	NM_001324128
XPNPEP1	NM_001324131
LOC105378479	NR_164121
SMNDC1	NM_005871
SMC3	NM_005445
DUSP5	NM_004419
PDCD4-AS1	NR_026932
MIR548E	NR_031614
SHOC2	NR_136749
MIR4680	NR_039828
RPL13AP6	NR_026715
SHOC2	NM_001324337
SHOC2	NM_001324336
SHOC2	NM_001269039
BBIP1	NM_001243783
BBIP1	NM_001195307
BBIP1	NM_001195304
BBIP1	NM_001195305
BBIP1	NM_001195306
SHOC2	NM_007373
HEAT2	NR_159949
ADRA2A	NM_000681
GPAM	NM_020918
GPAM	NM_001244949
MIR6715B	NR_106772
MIR6715A	NR_106771
TECTB	NM_058222
ACSL5	NM_203379
VTI1A	NR_134521
VTI1A	NR_134522
ZDHHC6	NM_001351085
ZDHHC6	NR_147045
ACSL5	NM_016234
ZDHHC6	NM_001303134
VTI1A	NR_134523
ZDHHC6	NM_001351086
ZDHHC6	NM_001363544
ZDHHC6	NM_001351084
ZDHHC6	NM_001351083
ZDHHC6	NM_001351082
ACSL5	NM_203380
ZDHHC6	NM_022494
MIR4295	NR_036177
LOC103344931	NR_120684
SNORA87	NR_132769
TCF7L2	NM_001349871
TCF7L2	NM_001349870
HABP2	NM_001177660
HABP2	NM_004132
CASP7	NM_001267058
CASP7	NM_001267056
CASP7	NM_001227
CASP7	NM_033339
CASP7	NM_033340
CASP7	NM_001267057
CASP7	NM_033338
CASP7	NM_001320911
MIR4483	NR_039703
DCLRE1A	NM_014881
DCLRE1A	NM_001271816
ADRB1	NM_000684
TDRD1	NM_001365891
VWA2	NM_001272046
TDRD1	NM_198795
VWA2	NM_001320804
MIR2110	NR_031747
AFAP1L2	NM_001287824
AFAP1L2	NM_001351064
AFAP1L2	NM_001351065
AFAP1L2	NM_001351066
AFAP1L2	NM_001351067
AFAP1L2	NM_001351068
AFAP1L2	NM_001351070
AFAP1L2	NM_001351071
AFAP1L2	NM_001351072
AFAP1L2	NM_001351073
AFAP1L2	NM_001351075
AFAP1L2	NM_001351076
AFAP1L2	NM_001351077
AFAP1L2	NM_001351078
AFAP1L2	NM_001351079
AFAP1L2	NM_001351080
AFAP1L2	NM_032550
AFAP1L2	NM_001351069
AFAP1L2	NM_001351074
AFAP1L2	NM_001001936
ABLIM1	NM_001322889
ABLIM1	NM_001322890
ABLIM1	NM_001322888
ABLIM1	NM_001322898
ABLIM1	NM_001322900
ABLIM1	NM_001352443
ABLIM1	NM_006720
ABLIM1	NM_001322894
ABLIM1	NM_001322895
ABLIM1	NM_001322893
ABLIM1	NM_001322896
ABLIM1	NM_001322899
ABLIM1	NM_001322897
ABLIM1	NM_001322891
ABLIM1	NM_001322892
LOC101927692	NR_120628
FAM160B1	NM_020940
FAM160B1	NM_001135051
LINC02626	NR_120677
ATRNL1	NM_001276282
ATRNL1	NR_074088
SNORD158	NR_145811
CCDC172	NM_198515
PNLIPRP3	NM_001011709
PNLIPRP2	NM_005396
PNLIPRP1	NM_001303135
PNLIP	NM_000936
PNLIPRP2	NR_103727
PNLIPRP1	NM_006229
HSPA12A	NM_025015
C10orf82	NM_001330142
C10orf82	NM_001350931
C10orf82	NM_001350930
C10orf82	NM_144661
ENO4	NM_001242699
MIR9851	NR_162126
MIR3663HG	NR_121651
MIR3663HG	NR_121650
MIR3663	NR_037436
VAX1	NM_199131
VAX1	NM_001112704
KCNK18	NM_181840
SLC18A2	NM_003054
EMX2	NM_001165924
EMX2OS	NR_002791
EMX2	NM_004098
EMX2OS	NR_144378
RAB11FIP2	NM_014904
RAB11FIP2	NM_001330167
FAM204A	NM_001134672
FAM204A	NM_022063
PRLHR	NM_004248
SNORA19	NR_002917
DENND10	NM_207009
EIF3A	NM_003750
DENND10	NM_001303111
DENND10	NM_001303112
DENND10	NM_001303113
NANOS1	NM_199461
DENND10	NR_130122
PRDX3	NR_126102
PRDX3	NR_126106
PRDX3	NR_126105
PRDX3	NR_126103
PRDX3	NM_001302272
PRDX3	NM_006793
MIR4681	NR_039829
RGS10	NM_002925
TIAL1	NM_001323965
TIAL1	NM_001323970
TIAL1	NM_001323968
TIAL1	NM_001323969
TIAL1	NM_001323964
TIAL1	NM_001323967
TIAL1	NR_136663
TIAL1	NM_003252
TIAL1	NR_136662
TIAL1	NM_001033925
TIAL1	NR_136661
INPP5F	NM_001243195
MCMBP	NM_001256378
INPP5F	NM_001243194
MCMBP	NM_001256379
MCMBP	NM_024834
MIR4682	NR_039830
RPL21	NM_000982
LINC01561	NR_103717
WDR11	NM_018117
ATE1-AS1	NR_120495
NSMCE4A	NM_001167865
NSMCE4A	NM_017615
TACC2	NM_006997
TACC2	NM_001291878
TACC2	NM_206860
MIR3941	NR_037506
ARMS2	NM_001099667
HTRA1	NM_002775
DMBT1	NM_001320644
LOC112577516	NM_001364461
DMBT1	NM_001377530
DMBT1	NM_004406
DMBT1	NM_007329
DMBT1	NM_017579
DMBT1L1	NR_003570
C10orf120	NM_001010912
FAM24B	NM_152644
FAM24A	NM_001029888
FAM24B-CUZD1	NR_037915
FAM24B	NM_001204364
FAM24B	NR_037911
CUZD1	NM_022034
C10orf88B	NR_027282
CUZD1	NR_037912
IKZF5	NM_001372124
IKZF5	NM_001372127
ACADSB	NM_001609
IKZF5	NM_001271840
IKZF5	NM_001372130
IKZF5	NM_001372129
IKZF5	NM_001372128
PSTK	NM_153336
IKZF5	NM_001372126
ACADSB	NM_001330174
PSTK	NM_001363531
IKZF5	NM_001372131
IKZF5	NM_001372125
IKZF5	NM_001372123
BUB3	NM_001007793
BUB3	NM_004725
HMX2	NM_005519
HMX3	NM_001105574
GPR26	NM_153442
CHST15	NM_015892
CHST15	NM_014863
CHST15	NM_001270764
CHST15	NM_001270765
OAT	NM_000274
OAT	NM_001322967
OAT	NM_001322968
NKX1-2	NM_001146340
OAT	NM_001322966
OAT	NM_001322974
OAT	NM_001322965
OAT	NM_001171814
OAT	NM_001322970
OAT	NM_001322969
LHPP	NM_001318332
OAT	NM_001322971
FAM53B-AS1	NR_120630
FAM53B-AS1	NR_120631
ABRAXAS2	NM_032182
MIR4296	NR_036178
ZRANB1	NM_017580
CTBP2	NM_022802
CTBP2	NM_001363508
TEX36-AS1	NR_023362
TEX36	NM_001318133
TEX36	NM_001128202
UROS	NM_001324038
UROS	NR_136678
EDRF1-DT	NR_033847
EDRF1	NM_015608
EDRF1	NR_110857
EDRF1	NR_110858
EDRF1-AS1	NR_120633
UROS	NR_136677
MIR4484	NR_039704
UROS	NM_001324039
EDRF1	NR_110859
UROS	NM_001324037
MMP21	NM_147191
UROS	NR_136675
UROS	NM_001324036
UROS	NR_136676
EDRF1	NM_001202438
UROS	NM_000375
DHX32	NM_018180
FANK1-AS1	NR_102707
LINC00601	NR_073453
LOC728158	NR_148989
NPS	NM_001030013
FOXI2	NM_207426
CLRN3	NM_152311
MKI67	NM_002417
AS-PTPRE	NR_136149
AS-PTPRE	NR_136150
MKI67	NM_001145966
LINC01163	NR_120619
LINC02667	NR_148990
MIR4297	NR_036179
C10orf143	NR_034125
C10orf143	NR_149170
CTAGE7P	NR_044994
C10orf143	NM_001355042
MIR378C	NR_036180
TCERG1L-AS1	NR_120623
LINC01164	NR_038365
PPP2R2D	NM_018461
PPP2R2D	NM_001291310
BNIP3	NM_004052
PPP2R2D	NR_033191
STK32C	NR_134911
DPYSL4	NM_006426
LRRC27	NM_001143759
LRRC27	NM_030626
STK32C	NM_001318883
LRRC27	NM_001143758
LRRC27	NM_001309474
STK32C	NM_001318881
STK32C	NM_001318882
STK32C	NM_001318880
LRRC27	NM_001143757
PWWP2B	NM_138499
PWWP2B	NM_001098637
LINC02870	NR_149317
NKX6-2	NM_177400
LINC01166	NR_120626
LINC01166	NR_120627
LINC01167	NR_125763
LINC01168	NR_046231
ADGRA1	NM_001291085
ADGRA1	NM_001083909
ADGRA1-AS1	NR_111905
MIR202	NR_030170
ADAM8	NM_001164489
MIR202HG	NR_108078
MIR202HG	NR_108079
VENTX	NM_014468
ADAM8	NM_001109
ADAM8	NM_001164490
UTF1	NM_003577
ZNF511	NR_130127
PRAP1	NM_001145201
MIR3944	NR_037509
PAOX	NM_152911
CALY	NM_001321617
PAOX	NR_109766
PAOX	NR_109765
MTG1	NM_138384
ECHS1	NM_004092
FUOM	NM_001301827
FUOM	NM_001301828
PAOX	NM_207127
PAOX	NM_207128
ZNF511	NM_145806
CALY	NM_015722
FUOM	NM_001098483
SPRN	NM_001012508
FUOM	NM_198472
PRAP1	NM_145202
PAOX	NR_109764
PAOX	NR_109763
SCART1	NR_149718
CYP2E1	NM_000773
SPRNP1	NR_033789
FRG2B	NM_001080998
NCAPD3	NM_015261
NCAPD3	NM_001372065
NCAPD3	NM_001372068
NCAPD3	NM_001372069
NCAPD3	NM_001372070
KIAA1549L	NM_012194
GLYAT	NM_005838
GLYAT	NM_201648
FAT3	NM_001367949
GDPD5	NM_001351168
DLG2	NM_001351274
DLG2	NM_001351276
DLG2	NM_001142700
GDPD5	NM_030792
DSCAML1	NM_020693
DLG2	NM_001364
DLG2	NM_001300983
DLG2	NM_001377972
DLG2	NM_001377974
DLG2	NR_165353
DLG2	NM_001206769
DLG2	NM_001377966
DLG2	NM_001377967
DLG2	NM_001377970
DLG2	NM_001377971
DLG2	NM_001377973
DLG2	NM_001377968
DLG2	NM_001142699
DLG2	NM_001351275
DLG2	NM_001377975
SYT9	NM_175733
HBBP1	NR_001589
OSBPL5	NM_020896
OSBPL5	NM_001144063
LINC02749	NR_047550
OSBPL5	NM_145638
AMPD3	NM_001025389
IPO7	NM_006391
AMPD3	NM_001172431
PDE3B	NM_000922
PDE3B	NM_001363570
AMPD3	NM_000480
PDE3B	NM_001363569
GALNT18	NM_001363464
AMPD3	NM_001172430
AMPD3	NM_001025390
GALNT18	NM_198516
NAV2	NM_001111018
NAV2	NM_145117
NELL1	NM_001288713
SERGEF	NM_012139
NELL1	NM_006157
SERGEF	NR_104040
NAV2	NM_001244963
NELL1	NM_001288714
NELL1	NM_201551
NAV2	NM_182964
SERGEF	NR_104041
ANO3	NM_001313726
IMMP1L	NM_144981
METTL15	NM_152636
IMMP1L	NM_001304274
METTL15	NM_001297775
METTL15	NM_001113528
MPPED2	NM_001145399
MPPED2	NM_001377956
LRRC4C	NM_020929
LRRC4C	NM_001258419
PACSIN3	NM_001184974
PACSIN3	NM_016223
ZDHHC5	NM_015457
FADS2	NM_004265
CHRM1	NM_000738
STX3	NM_001178040
SF3B2	NM_006842
FADS2	NM_001281502
FADS2	NM_001281501
STX3	NM_004177
KMT5B	NM_017635
CLPB	NM_030813
CLPB	NM_001258393
KMT5B	NM_001300907
KMT5B	NM_001369432
KMT5B	NM_001369429
KMT5B	NM_001369430
KMT5B	NM_001300908
CLPB	NM_001258392
CLPB	NM_001258394
KMT5B	NM_001369428
KMT5B	NM_001369431
KMT5B	NM_001369433
KMT5B	NM_001369426
PRCP	NM_199418
EMSY	NM_020193
EMSY	NM_001300942
EMSY	NM_001300944
EMSY	NM_001300943
PRCP	NM_005040
AQP11	NM_001363477
PRCP	NM_001319214
AQP11	NM_173039
PICALM	NM_001206946
PICALM	NM_001206947
NAALAD2	NM_001300930
PICALM	NM_007166
NAALAD2	NM_005467
PICALM	NM_001008660
JRKL-AS1	NR_047481
CNTN5	NM_001243270
CNTN5	NM_001243271
CNTN5	NM_014361
CNTN5	NM_175566
GUCY1A2	NM_001256424
GRIA4	NM_000829
GRIA4	NM_001112812
GRIA4	NR_046356
GRIA4	NM_001077244
GUCY1A2	NM_000855
GRIA4	NM_001077243
CADM1	NM_014333
BCO2	NM_001256400
ZC3H12C	NM_033390
CADM1	NM_001301043
BCO2	NM_001256398
BCO2	NM_001256397
CADM1	NM_001301045
NCAM1	NM_000615
NNMT	NM_001372047
NCAM1	NM_001076682
BCO2	NM_001037290
BCO2	NM_031938
CADM1	NM_001301044
CADM1	NM_001098517
NCAM1	NM_001242607
NCAM1	NM_001242608
NCAM1	NM_181351
NNMT	NR_164073
MSANTD2	NM_001312919
ZNF202	NM_001301780
KMT2A	NM_001197104
UBASH3B	NM_032873
MSANTD2	NM_024631
MSANTD2	NM_001352400
MSANTD2	NM_001352401
KMT2A	NM_005933
MSANTD2	NM_001308027
UBASH3B	NM_001363365
ZNF202	NM_001301779
MSANTD2	NM_001312921
GRIK4	NM_014619
ZNF202	NM_003455
GRIK4	NM_001282470
GRIK4	NM_001282473
OPCML	NM_001319104
NTM	NM_001352001
NTM	NM_001352009
KIRREL3	NM_001161707
NTM	NM_001352002
NTM	NM_001144059
NTM	NR_147851
NTM	NR_147852
NTM	NR_147853
NTM	NR_147854
NTM	NM_016522
NTM	NM_001048209
KIRREL3	NM_032531
NTM	NM_001352003
NTM	NR_147849
NTM	NR_147850
NTM	NR_147848
NTM	NM_001144058
KIRREL3	NM_001301097
ARHGAP32	NM_014715
OPCML	NM_001012393
NTM	NM_001352008
NTM	NM_001352007
NTM	NM_001352006
NTM	NM_001352005
NTM	NM_001352004
ARHGAP32	NM_001142685
ARHGAP32	NM_001378024
ARHGAP32	NM_001378025
LINC01001	NR_028326
LINC01001	NR_146389
DEAF1	NM_001367390
PKP3	NM_001303029
DEAF1	NM_021008
DEAF1	NM_001293634
BRSK2	NM_001256630
MUC5AC	NM_001304359
SYT8	NM_001290332
SYT8	NM_001290334
SYT8	NM_001290333
BRSK2	NM_001282218
BRSK2	NM_001256629
SYT8	NM_138567
KRTAP5-AS1	NR_021489
BRSK2	NM_001256627
BRSK2	NR_046331
BRSK2	NM_003957
KCNQ1OT1	NR_002728
CDKN1C	NM_001122631
CD81-AS1	NR_108080
CDKN1C	NM_001362474
CDKN1C	NM_001362475
CARS1	NM_001194997
CDKN1C	NM_001122630
KCNQ1	NM_000218
CARS1	NR_036542
CARS1	NM_001751
CARS1	NM_001014437
CDKN1C	NM_000076
KCNQ1	NM_181798
CARS1	NM_139273
STIM1	NM_001277961
TSSC2	NR_024248
LOC101927708	NR_126335
PGAP2	NM_001256237
CHRNA10	NM_020402
CHRNA10	NM_001303035
CHRNA10	NM_001303034
PGAP2	NR_027017
PGAP2	NM_001346398
PGAP2	NM_001346397
PGAP2	NM_001346402
PGAP2	NM_001346401
PGAP2	NM_001346400
PGAP2	NM_001145438
STIM1	NM_003156
PGAP2	NM_001283038
PGAP2	NM_001346399
PGAP2	NR_144427
PGAP2	NM_001256236
PGAP2	NM_001283039
PGAP2	NM_001283040
STIM1	NM_001277962
PGAP2	NR_045926
PGAP2	NR_104271
PGAP2	NM_001256235
PGAP2	NR_045925
PGAP2	NR_045923
PGAP2	NR_045927
PGAP2	NR_104270
OR52I2	NM_001005170
TRIM34	NM_001003827
TRIM34	NM_130390
OR51B5	NR_038321
TRIM6-TRIM34	NM_001003819
TRIM34	NM_021616
OR51B5	NM_001005567
ZNF215	NM_001354858
ZNF215	NM_001354857
ZNF215	NM_001354856
DNHD1	NM_144666
ZNF215	NM_001354855
ZNF215	NM_001354854
ZNF215	NM_013250
ZNF215	NM_001354853
ZNF215	NM_001354860
ZNF215	NM_001354859
ZNF215	NR_149005
PPFIBP2	NM_001351855
PPFIBP2	NR_147792
LOC283299	NR_036678
PPFIBP2	NM_001351853
LMO1	NM_002315
PPFIBP2	NM_001256568
RIC3	NM_001346693
PPFIBP2	NM_001351861
PPFIBP2	NM_001351854
PPFIBP2	NM_001351857
PPFIBP2	NM_001351856
RIC3	NM_001346694
RIC3	NM_001206672
RIC3	NM_001346690
RIC3	NM_001346691
RIC3	NM_001346692
RIC3	NM_001135109
RIC3	NR_144497
PPFIBP2	NM_001351862
PPFIBP2	NM_001351858
RIC3	NM_024557
PPFIBP2	NM_001351859
LMO1	NM_001270428
EIF3F	NM_003754
LMO1	NR_073006
RIC3	NM_001206671
RIC3	NR_144485
RIC3	NR_144484
PPFIBP2	NM_003621
PPFIBP2	NM_001351860
TMEM41B	NM_001165030
STK33	NM_001352392
SCUBE2	NM_001367977
STK33	NM_001352388
STK33	NM_001352387
TMEM41B	NM_015012
LOC102724784	NR_120590
SCUBE2	NM_020974
STK33	NM_001352390
AKIP1	NM_001206648
AKIP1	NM_001206647
AKIP1	NM_001206646
STK33	NM_001352391
STK33	NM_001352399
DENND5A	NM_001348749
DENND5A	NM_001348750
DENND5A	NM_001243254
DENND2B	NM_213618
SCUBE2	NM_001170690
TMEM41B	NR_028491
DENND5A	NM_015213
DENND5A	NR_145966
STK33	NM_001352389
STK33	NM_030906
STK33	NM_001289059
STK33	NM_001289058
AKIP1	NR_045418
AKIP1	NR_045417
STK33	NM_001352394
STK33	NM_001352393
STK33	NM_001352395
STK33	NM_001352397
STK33	NM_001352396
AKIP1	NM_020642
SCUBE2	NM_001330199
STK33	NM_001289061
STK33	NM_001352398
DENND2B	NM_001376502
DENND2B	NM_001376498
DENND2B	NM_001376499
DENND2B	NM_001376500
DENND2B	NM_001376501
DENND2B	NM_001376503
DENND2B	NM_001376504
DENND2B	NM_001376505
DENND2B	NM_001376506
DENND2B	NR_164815
DENND2B	NR_164816
DENND2B	NR_164817
DENND2B	NR_164818
DENND2B	NR_164819
DENND2B	NR_164820
DENND2B	NR_164821
DENND2B	NR_164814
DENND2B	NM_001376497
DENND2B	NM_001376495
DENND2B	NM_001376496
DENND2B	NM_139157
DENND2B	NR_164822
DENND2B	NM_005418
TRIM66	NM_014818
CAND1.11	NR_103765
SBF2	NM_030962
SWAP70	NM_015055
SWAP70	NM_001297714
MRVI1	NM_001206880
ZBED5-AS1	NR_034137
MRVI1	NM_001098579
MRVI1	NM_130385
MRVI1	NM_001100163
MRVI1	NM_001206881
MRVI1	NM_001100167
MICAL2	NM_001282668
LINC02547	NR_135109
MICAL2	NM_001282663
MICAL2	NM_001346299
MICAL2	NM_001346297
MICAL2	NM_001346298
USP47	NM_001282659
MICAL2	NM_014632
MICAL2	NM_001282667
MICAL2	NM_001346294
MICAL2	NM_001346295
MICAL2	NR_144419
MICAL2	NM_001346293
MICAL2	NM_001346292
MICAL2	NM_001282664
PARVA	NM_018222
MICAL2	NM_001346296
MICAL2	NR_144416
MICAL2	NR_144417
MICAL2	NR_144415
MICAL2	NR_144418
MICAL2	NM_001282666
MICAL2	NM_001282665
MICALCL	NM_032867
MICAL2	NR_144420
USP47	NM_001330208
USP47	NM_001372091
USP47	NM_001372092
USP47	NM_001372093
USP47	NM_001372094
USP47	NM_001372095
USP47	NM_001372096
USP47	NM_001372097
USP47	NM_001372098
USP47	NM_001372099
USP47	NM_001372100
USP47	NM_001372101
USP47	NM_001372102
USP47	NM_001372103
USP47	NM_017944
ARNTL	NM_001297722
ARNTL	NM_001351813
ARNTL	NR_147787
ARNTL	NM_001351816
ARNTL	NM_001351818
ARNTL	NM_001351812
ARNTL	NM_001351805
ARNTL	NM_001351824
ARNTL	NM_001351821
ARNTL	NM_001351819
ARNTL	NM_001351815
ARNTL	NM_001351820
ARNTL	NR_147785
ARNTL	NM_001351807
ARNTL	NM_001178
ARNTL	NM_001351808
ARNTL	NM_001351806
ARNTL	NM_001351817
ARNTL	NM_001351811
ARNTL	NM_001351810
ARNTL	NR_147788
ARNTL	NM_001351823
ARNTL	NM_001297724
TEAD1	NM_021961
ARNTL	NR_147791
ARNTL	NM_001351822
ARNTL	NM_001351814
ARNTL	NM_001297719
ARNTL	NR_147786
ARNTL	NM_001351809
ARNTL	NM_001030273
ARNTL	NM_001030272
ARNTL	NM_001351804
ARNTL	NR_147789
ARNTL	NR_147790
SPON1	NM_006108
RRAS2	NM_012250
PSMA1	NM_148976
RRAS2	NM_001177314
RRAS2	NM_001177315
RRAS2	NM_001102669
INSC	NM_001278313
INSC	NM_001278314
INSC	NM_001278315
INSC	NM_001278316
INSC	NM_001042536
INSC	NM_001031853
SOX6	NM_001145819
SOX6	NM_033326
SOX6	NM_017508
SOX6	NM_001367873
SOX6	NM_001145811
SOX6	NM_001367872
OTOG	NM_001292063
ABCC8	NM_001287174
NUCB2	NM_001352666
NUCB2	NM_005013
NUCB2	NM_001352671
NUCB2	NM_001352668
ABCC8	NM_001351295
PIK3C2A	NM_002645
PLEKHA7	NM_001329630
ABCC8	NM_000352
ABCC8	NM_001351296
OTOG	NM_001277269
ABCC8	NR_147094
PIK3C2A	NM_001321380
NUCB2	NM_001352669
NUCB2	NM_001352670
PIK3C2A	NM_001321378
NUCB2	NM_001352662
NUCB2	NM_001352661
NUCB2	NM_001352663
NUCB2	NM_001352665
NUCB2	NM_001352664
NUCB2	NM_001330227
PLEKHA7	NM_001329631
ABCC8	NM_001351297
NUCB2	NM_001352672
NUCB2	NM_001352667
PLEKHA7	NM_175058
PTPN5	NM_001278238
PTPN5	NM_032781
PTPN5	NM_001278239
PTPN5	NM_006906
GTF2H1	NM_005316
TSG101	NM_006292
PTPN5	NM_001278236
SPTY2D1	NM_194285
GTF2H1	NM_001142307
SAAL1	NM_138421
PTPN5	NM_001039970
ZDHHC13	NM_001001483
ZDHHC13	NM_019028
PRMT3	NM_001145166
NAV2	NM_001111019
PRMT3	NM_001145167
PRMT3	NM_005788
GAS2	NM_001143830
GAS2	NM_005256
ANO5	NM_001142649
GAS2	NR_147085
GAS2	NM_001351224
ANO5	NM_213599
GAS2	NM_177553
LUZP2	NM_001252010
LUZP2	NM_001252008
LUZP2	NM_001009909
ANO3	NM_001313727
BBOX1-AS1	NR_125768
BBOX1-AS1	NR_125766
BBOX1-AS1	NR_125767
ANO3	NM_031418
BDNF	NM_001143810
BDNF	NM_001709
BDNF-AS	NR_033312
BDNF	NM_170731
BDNF	NM_170733
BDNF	NM_170732
BDNF	NM_001143814
BDNF	NM_001143813
BDNF	NM_001143816
BDNF	NM_001143808
BDNF	NM_001143807
BDNF	NM_001143806
BDNF	NM_170735
BDNF-AS	NR_033314
LGR4	NM_001346432
BDNF-AS	NR_033315
BDNF	NM_001143809
KIF18A	NM_031217
BDNF	NM_001143812
BDNF	NM_001143811
BDNF	NM_001143805
LGR4	NM_018490
BDNF-AS	NR_033313
BDNF	NM_170734
BDNF-AS	NR_002832
LINC02546	NR_149107
LINC02546	NR_149106
KCNA4	NM_002233
DCDC1	NM_001367979
DCDC1	NM_181807
DCDC1	NM_020869
MPPED2	NM_001377955
MPPED2	NM_001377954
MPPED2	NR_165346
MPPED2	NR_165347
MPPED2	NR_165345
MPPED2	NM_001377952
MPPED2	NM_001377953
MPPED2	NR_165344
MPPED2	NM_001584
MPPED2	NR_165336
MPPED2	NR_165337
MPPED2	NR_165338
MPPED2	NR_165339
MPPED2	NR_165340
MPPED2	NR_165341
MPPED2	NR_165342
MPPED2	NR_165348
MPPED2	NR_165343
ELP4	NM_001288726
PAX6-AS1	NR_033971
ELP4	NM_019040
ELP4	NM_001288725
DEPDC7	NM_001077242
CSTF3	NM_001033505
HIPK3	NM_005734
CSTF3	NM_001033506
HIPK3	NM_001278162
HIPK3	NM_001278163
CSTF3	NM_001326
HIPK3	NM_001048200
QSER1	NM_001076786
CCDC73	NM_001008391
DEPDC7	NM_139160
ABTB2	NM_145804
CAPRIN1	NM_005898
CAT	NM_001752
CAPRIN1	NM_203364
SLC1A2	NM_004171
PAMR1	NM_001282676
PAMR1	NM_001282675
SLC1A2	NM_001252652
SLC1A2	NM_001195728
PAMR1	NM_001001991
PAMR1	NM_015430
LDLRAD3	NM_174902
LDLRAD3	NM_001304263
LDLRAD3	NM_001304264
PRR5L	NM_001160168
PRR5L	NM_001160169
PRR5L	NM_001160167
TRIM44	NM_017583
PRR5L	NM_024841
RAG1	NM_001377277
RAG1	NM_001377278
RAG1	NM_001377279
RAG1	NM_001377280
RAG1	NM_000448
LRRC4C	NR_047674
LRRC4C	NR_047673
LINC01499	NR_120584
LINC02745	NR_135065
LINC02740	NR_038309
TTC17	NM_018259
ALKBH3	NM_139178
HSD17B12	NM_016142
TTC17	NM_001307943
TTC17	NM_001376525
TTC17	NM_001376526
TTC17	NM_001376527
TTC17	NM_001376528
TTC17	NR_164823
TTC17	NR_164824
ALX4	NM_021926
EXT2	NM_207122
